Name,Number,Address,Dissolved On,Company Type,Incorporated On,Nature of Business
"OTO ALTAY CO., LTD",07851345,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,30 June 2015,Private limited Company,17 November 2011,99999 - Dormant Company
"G&D OPTICAL INDUSTRY CO., LTD.",07969841,"Rm 101, Maple House 118 High Street, Purley, London, CR8 2AD",Active,Private limited Company,29 February 2012,99999 - Dormant Company
"TRENDS & BROTHERS CO., LTD.",06444593,"Rm 101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,4 December 2007,99999 - Dormant Company
JATO APPLIANCE TECHNOLOGY LTD.,08296350,"Unit 36 88-90, Hatton Garden, London, EC1N 8PG",Dissolved,7 July 2015,Private limited Company,16 November 2012,99999 - Dormant Company
BONSTA INDUSTRY LIMITED,07817799,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Active,Private limited Company,20 October 2011,99999 - Dormant Company
EASTFLOW CONTROL LTD.,07892372,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,28 December 2011,99999 - Dormant Company
"GUANGZHOU PUREAQU HI-TECH CO., LTD",07887587,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,7 June 2016,Private limited Company,20 December 2011,99999 - Dormant Company
SURPLUS BELIEF MANAGEMENT LTD,08336054,"Churchill House, 142 146 Old Street, London, EC1V 9BW",Active,Private limited Company,19 December 2012,74990 - Non-trading company
"OPHELIA IMPORT & EXPORT CO., LTD",08317689,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,4 December 2012,99999 - Dormant Company
"MIYA INTERNATIONAL CO., LTD",06027460,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,6 December 2016,Private limited Company,13 December 2006,99999 - Dormant Company
"GRANDTEK CO., LTD",07896941,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,4 January 2012,99999 - Dormant Company
PIXEL VECTOR BUSINESS LTD,07443871,"Chase Business Centre - Chd, 39-41 Chase Side, London, N14 5BP",Dissolved,24 June 2014,Private limited Company,18 November 2010,99999 - Dormant Company
UK HARVLAND LIMITED,08336238,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,19 December 2012,99999 - Dormant Company
UK INTERNATIONAL SERVICE LIMITED,07853295,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,18 November 2011,99999 - Dormant Company
EVERRISE TECHNOLOGY LTD.,08319245,"Rm 101, Maple House 118 High Street, Purley, London, CR8 2AD",Active,Private limited Company,5 December 2012,99999 - Dormant Company
"HONGXINDA ELECTRONIC DIGITAL TECHNOLOGY CO., LTD.",07414229,"Chase Business Centre-Chd, 39-41 Chase Side, London, N14 5BP",Dissolved,10 June 2014,Private limited Company,20 October 2010,99999 - Dormant Company
FULL FORCE INTERNATIONAL TRADE LIMITED,07893436,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,23 June 2015,Private limited Company,29 December 2011,99999 - Dormant Company
EVERPRO CORPORATION LIMITED,07113458,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,29 December 2009,99999 - Dormant Company
U.K. LISFIL INTERNATIONAL COSMETIC LIMITED,05698016,"4th Floor 1 Knightrider Court, London, England, EC4V 5BJ",Dissolved,29 March 2016,Private limited Company,4 February 2006,99999 - Dormant Company
"SHANGHAI MACHINERY COMPLETE EQUIPMENT GROUP CO., LTD.",07916984,"Chase Business Centre, 39-41chase Side, London, United Kingdom, N14 5BP",Dissolved,5 August 2014,Private limited Company,19 January 2012,99999 - Dormant Company
"RL IMPORT & EXPORT CO., LTD",07848126,"Chase Business Centre 39/41 Chase Side, Southgate, London, N14 5BP",Dissolved,24 May 2016,Private limited Company,15 November 2011,99999 - Dormant Company
"PHOENIX TEXTILE SUZHOU CO., LTD",07894891,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,3 January 2012,99999 - Dormant Company
LANGOZ LIMITED,08347235,"Suite 108 Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Active,Private limited Company,4 January 2013,99999 - Dormant Company
"REPUTATION CAPITAL GROUP CO., LIMITED",08343743,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,11 August 2015,Private limited Company,31 December 2012,99999 - Dormant Company
DEXTER OUTDOOR LTD,07872828,"Chase Business Centre-Chd, 39-41 Chase Side, London, N14 5BP",Dissolved,22 July 2014,Private limited Company,6 December 2011,99999 - Dormant Company
"TIANYU TRADE CO., LIMITED",08349178,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,23 August 2016,Private limited Company,7 January 2013,99999 - Dormant Company
SINIC UNION CPA LIMITED,08341716,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,27 December 2012,99999 - Dormant Company
ITALY FANS DECHI INTERNATIONAL HOLDINGS GROUP LIMITED,07893058,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,28 December 2011,99999 - Dormant Company
"SHIJIAZHUANG SHINE METAL PRODUCTS CO., LTD.",08343479,"326 Cleveland Road, London, E18 2AN",Dissolved,23 June 2015,Private limited Company,31 December 2012,74990 - Non-trading company
"UK REPHONATE HEARING GROUP CO., LTD",07455569,"Chase Business Centre-Chd, 39-41 Chase Side, London, N14 5BP",Dissolved,15 July 2014,Private limited Company,30 November 2010,99999 - Dormant Company
GLORIOUS FOREVER INTERNATIONAL TRADING LIMITED,08351404,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,8 January 2013,99999 - Dormant Company
ROCK ENOCH INDUSTRIAL INT. LTD,08347407,"Dept 934e 43 Owston Road, Carcroft, Doncaster, South Yorkshire, United Kingdom, DN6 8DA",Active,Private limited Company,4 January 2013,99999 - Dormant Company
"CHUNGTIEN INDUSTRIAL CO., LTD",07114592,"326 Cleveland Road, London, E18 2AN",Dissolved,7 July 2015,Private limited Company,31 December 2009,99999 - Dormant Company
MILLSON INTERNATIONAL INDUSTRY LIMITED,07764487,"Chase Business Centre- Chd, 39-41 Chase Side, London, N14 5BP",Dissolved,6 May 2014,Private limited Company,6 September 2011,99999 - Dormant Company
EOUSUN INTERNATIONAL ENTERPRISES LIMITED,07825820,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,27 October 2011,99999 - Dormant Company
HARVEST ENTS LTD.,08342279,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,11 August 2015,Private limited Company,28 December 2012,99999 - Dormant Company
GRAND TEAM INTERNATIONAL LIMITED,06034020,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,20 December 2006,99999 - Dormant Company
"SHANGHAI WARNER TELECOM CO., LTD",08348915,"Rm 101, Maple House 118 High Street, Purley, London, CR8 2AD",Active,Private limited Company,7 January 2013,99999 - Dormant Company
HANGZHOU LIFE-DECO CO. LIMITED,06783763,"Churchill House, 142-146 Old Street, London, EC1V 9BW",Active,Private limited Company,6 January 2009,99999 - Dormant Company
PIONEER TECHNOLOGY INDUSTRIAL LIMITED,07885794,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,19 December 2011,99999 - Dormant Company
"CASTLE STONE ENGINEERING & CONSULTING (UK) CO., LIMITED",05947021,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,26 September 2006,99999 - Dormant Company
"SHANGHAI GLOBALWAY INTERNATIONAL LOGISTICS CO., LTD",07131302,"Churchill House, 142-146 Old Street, London, EC1V 9BW",Active,Private limited Company,20 January 2010,99999 - Dormant Company
MODERN ENTERPRISE (UK) LTD,07941632,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,8 February 2012,99999 - Dormant Company
BAISHUN INDUSTRIAL LTD,07124123,"Chase Business Centre-Chd, 39-41 Chase Side, London, N14 5BP",Dissolved,29 July 2014,Private limited Company,13 January 2010,99999 - Dormant Company
MGM MICROELECTRONIC LTD,07970011,"Churchill House, 142-146 Old Street, London, England, EC1V 9BW",Active,Private limited Company,29 February 2012,99999 - Dormant Company
SCOOP FASHION LIMITED,07886133,"Suite 108 Chase Business Centre, 39/41 Chase Side, London, England, N14 5BP",Active,Private limited Company,19 December 2011,99999 - Dormant Company
SP SOURCING SOLUTIONS LTD,06798744,"Churchill House, 142-146 Old Street, London, EC1V 9BW",Active,Private limited Company,22 January 2009,99999 - Dormant Company
UES CAPITAL UK LIMITED,07949522,"75 Westmoreland Avenue, Welling, London, DA16 2QB",Active,Private limited Company,14 February 2012,99999 - Dormant Company
"ZHEJIANG JIASHANG STAINLESS STEEL CO., LTD",08362455,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,1 September 2015,Private limited Company,16 January 2013,99999 - Dormant Company
"WONDERFUL IMPORT&EXPORT CO., LTD",07900687,"Chase Business Centre-Chd, 39-41 Chase Side, London, N14 5BP",Dissolved,5 August 2014,Private limited Company,6 January 2012,99999 - Dormant Company
SHANDONG MACHINERY INTERNATIONAL CORP LTD,07893020,"Suite 108 Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Active,Private limited Company,28 December 2011,99999 - Dormant Company
"SINORIENT TYRE CO., LTD",06038462,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,2 January 2007,99999 - Dormant Company
"SHANGHAI BENYEE INDUSTRY CO., LTD",08354547,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,1 September 2015,Private limited Company,10 January 2013,99999 - Dormant Company
CS&F BUILDING MATERIALS CORPORATION LIMITED,07965540,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,27 February 2012,99999 - Dormant Company
BOCHENG INTERNATIONAL LTD,07943847,"Churchill House, 142-146 Old Street, London, England, EC1V 9BW",Active,Private limited Company,9 February 2012,99999 - Dormant Company
"NANTONG SPECIAL STEEL CO., LTD",07912648,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,17 January 2012,99999 - Dormant Company
LENO HOLDING GROUP LIMITED,08372140,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,12 May 2015,Private limited Company,23 January 2013,99999 - Dormant Company
"FIWELD INDUSTRIAL SUPPLY CO., LTD",07151153,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,1 September 2015,Private limited Company,9 February 2010,99999 - Dormant Company
"MAGTRANS INDUSTRIAL CO., LTD",08373589,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,24 January 2013,99999 - Dormant Company
CANGZHOU FORTUNE IMP&EXP. LIMITED,08384502,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,1 February 2013,99999 - Dormant Company
BEST FOREIGN TRADE GROUP LTD,07935782,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Dissolved,20 May 2014,Private limited Company,3 February 2012,99999 - Dormant Company
"SHANGHAI LUKAI METAL PRODUCTS CO., LTD",08367756,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,4 August 2015,Private limited Company,21 January 2013,99999 - Dormant Company
"UK NORD INT'L BEAUTY TREATMENT TECHNOLOGY GROUP CO., LTD",08366131,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,31 May 2016,Private limited Company,18 January 2013,99999 - Dormant Company
G&E ELECTRICAL TECHNOLOGY LTD,07937993,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,6 February 2012,99999 - Dormant Company
GUANGZHOU MUSTDA INDUSTRIES LIMITED,07911955,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,17 January 2012,99999 - Dormant Company
GISION INDUSTRY LTD,08360615,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,15 January 2013,99999 - Dormant Company
"C&H INTERNATIONAL TRADE CO., LIMITED",07468122,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,13 December 2010,99999 - Dormant Company
"LC INTERNATIONAL CO., LTD",07903059,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,9 January 2012,99999 - Dormant Company
"TIGER INDUSTRY CO., LTD.",07954064,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,17 February 2012,99999 - Dormant Company
WIDE PROPERTIES INT'L DEVELOPMENT LIMITED,06789007,"Chase Business Centre-Chd, 39-41 Chase Side, London, N14 5BP",Dissolved,9 September 2014,Private limited Company,12 January 2009,99999 - Dormant Company
"RUNZI CHEMICAL INTERNATIONAL CO., LTD",07898927,"Rm 101, Maple House 118 High Street, Purley, London, CR8 2AD",Active,Private limited Company,5 January 2012,99999 - Dormant Company
DAYNEW ENTERPRISE LIMITED,06081128,"Churchill House, 142-146 Old Street, London, England, EC1V 9BW",Active,Private limited Company,2 February 2007,99999 - Dormant Company
KASEN CORPORATION LIMITED,07905689,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Dissolved,26 August 2014,Private limited Company,11 January 2012,99999 - Dormant Company
"HANGZHOU ZHONGLIANHENG POWER EQUIPMENT ENGINEERING CO., LTD.",07179550,"Chase Business Centre-Chd, 39-41 Chase Side, London, N14 5BP",Dissolved,23 September 2014,Private limited Company,5 March 2010,99999 - Dormant Company
TRUEFAITH  E-TECH LIMITED,07113974,"Churchill House, 142-146 Old Street, London, EC1V 9BW",Active,Private limited Company,30 December 2009,99999 - Dormant Company
"ANHUI BEAUTEX CO., LTD.",08425605,"Churchill House, 142-146 Old Street, London, EC1V 9BW",Active,Private limited Company,1 March 2013,74990 - Non-trading company
"KOOPOWER CO., LTD",07951122,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,15 February 2012,99999 - Dormant Company
ASIANCEM BUILDING MATERIALS GROUP LIMITED,07891272,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,23 December 2011,99999 - Dormant Company
"INTERNATIONAL CONNECT TECHNOLOGY CO., LTD",08339551,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,14 February 2017,Private limited Company,21 December 2012,99999 - Dormant Company
"UK PROMISURE GROUP CO., LTD",08341911,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,27 December 2012,99999 - Dormant Company
UNICENTURY LTD,07870853,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Dissolved,22 July 2014,Private limited Company,5 December 2011,99999 - Dormant Company
"HARMONY ACCESSORY CO., LTD",07466788,"Rm 101, Maple House 118 High Street, Purley, London, CR8 2AD",Active,Private limited Company,10 December 2010,99999 - Dormant Company
UK TO VALLEY TRADE LTD,08348850,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,18 August 2015,Private limited Company,7 January 2013,99999 - Dormant Company
"HEBEI HUIQUN INDUSTRIAL CO., LTD",07937596,"Rm 101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,6 February 2012,99999 - Dormant Company
ABRASIVE CRAFT LTD,08356442,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,31 May 2016,Private limited Company,11 January 2013,99999 - Dormant Company
HTS MOTOR COMPANY LTD,07935808,"Churchill House, 142-146 Old Street, London, England, EC1V 9BW",Active,Private limited Company,3 February 2012,99999 - Dormant Company
REALKEY UK LIMITED,07949382,"75 Westmoreland Avenue, Welling, London, DA16 2QB",Active,Private limited Company,14 February 2012,99999 - Dormant Company
FRISIL GIDA MEDIKAL TIC. LTD,08364117,"Rm 101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,17 January 2013,99999 - Dormant Company
"ZHUZHOU GMOND-HARDMETAL TECHNOLOGY CO., LTD",08365846,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,18 January 2013,99999 - Dormant Company
"UK KINGSHUN INDUSTRIAL CO., LTD",08366428,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,18 January 2013,99999 - Dormant Company
"SC NINGBO TECHNICAL CO., LTD",08379304,"Churchill House, 142-146 Old Street, London, EC1V 9BW",Active,Private limited Company,29 January 2013,74990 - Non-trading company
"CHALYEE GROUP CO., LIMITED",07930522,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Dissolved,16 September 2014,Private limited Company,31 January 2012,99999 - Dormant Company
